Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,Number of COVID-19 Deaths,Flag
11/08/2020,02/01/2020,11/07/2020,US,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,30332,
11/08/2020,02/01/2020,11/07/2020,US,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,32013,
11/08/2020,02/01/2020,11/07/2020,US,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,8,
11/08/2020,02/01/2020,11/07/2020,US,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,114459,
11/08/2020,02/01/2020,11/07/2020,US,COVID-19,COVID-19,U071,0-24,485,
11/08/2020,02/01/2020,11/07/2020,US,COVID-19,COVID-19,U071,25-34,1704,
11/08/2020,02/01/2020,11/07/2020,US,COVID-19,COVID-19,U071,35-44,4383,
11/08/2020,02/01/2020,11/07/2020,US,COVID-19,COVID-19,U071,45-54,11618,
11/08/2020,02/01/2020,11/07/2020,US,COVID-19,COVID-19,U071,55-64,27892,
11/08/2020,02/01/2020,11/07/2020,US,COVID-19,COVID-19,U071,65-74,47703,
11/08/2020,02/01/2020,11/07/2020,US,COVID-19,COVID-19,U071,75-84,58830,
11/08/2020,02/01/2020,11/07/2020,US,COVID-19,COVID-19,U071,85+,68084,
11/08/2020,02/01/2020,11/07/2020,US,COVID-19,COVID-19,U071,Not stated,5,
11/08/2020,02/01/2020,11/07/2020,US,COVID-19,COVID-19,U071,All Ages,220704,
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,0,
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,16,
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,28,
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,61,
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,157,
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,323,
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,355,
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,295,
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,1235,
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0,
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,38,
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,74,
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,93,
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,60,
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,280,
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,31,
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,50,
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,90,
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,65,
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,18,
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,269,
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Respiratory failure,J96,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Respiratory failure,J96,25-34,12,
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Respiratory failure,J96,35-44,30,
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Respiratory failure,J96,45-54,115,
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Respiratory failure,J96,55-64,205,
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Respiratory failure,J96,65-74,404,
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Respiratory failure,J96,75-84,438,
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Respiratory failure,J96,85+,297,
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Respiratory failure,J96,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Respiratory failure,J96,All Ages,1505,
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,45-54,19,
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,55-64,54,
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,65-74,79,
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,75-84,57,
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,85+,57,
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,All Ages,279,
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,0,
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,10,
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,23,
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,36,
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,33,
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,30,
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,
11/08/2020,02/01/2020,11/07/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,139,
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0,
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,22,
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,61,
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,106,
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,116,
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,85+,130,
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,441,
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,0,
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,0,
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,33,
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,97,
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,105,
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,85+,115,
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,360,
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Cardiac arrest,I46,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Cardiac arrest,I46,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Cardiac arrest,I46,35-44,17,
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Cardiac arrest,I46,45-54,35,
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Cardiac arrest,I46,55-64,106,
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Cardiac arrest,I46,65-74,139,
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Cardiac arrest,I46,75-84,115,
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Cardiac arrest,I46,85+,86,
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Cardiac arrest,I46,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Cardiac arrest,I46,All Ages,503,
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,29,
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,57,
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,74,
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,77,
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,0,
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,247,
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Heart failure,I50,0-24,0,
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Heart failure,I50,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Heart failure,I50,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Heart failure,I50,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Heart failure,I50,55-64,20,
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Heart failure,I50,65-74,51,
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Heart failure,I50,75-84,71,
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Heart failure,I50,85+,91,
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Heart failure,I50,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Heart failure,I50,All Ages,246,
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,0,
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,18,
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,45,
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,49,
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,55,
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,177,
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,0,
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,11,
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,16,
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,37,
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,52,
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,63,
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,54,
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,
11/08/2020,02/01/2020,11/07/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,239,
11/08/2020,02/01/2020,11/07/2020,AL,Sepsis,Sepsis,A40-A41,0-24,0,
11/08/2020,02/01/2020,11/07/2020,AL,Sepsis,Sepsis,A40-A41,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,AL,Sepsis,Sepsis,A40-A41,35-44,14,
11/08/2020,02/01/2020,11/07/2020,AL,Sepsis,Sepsis,A40-A41,45-54,43,
11/08/2020,02/01/2020,11/07/2020,AL,Sepsis,Sepsis,A40-A41,55-64,78,
11/08/2020,02/01/2020,11/07/2020,AL,Sepsis,Sepsis,A40-A41,65-74,152,
11/08/2020,02/01/2020,11/07/2020,AL,Sepsis,Sepsis,A40-A41,75-84,119,
11/08/2020,02/01/2020,11/07/2020,AL,Sepsis,Sepsis,A40-A41,85+,54,
11/08/2020,02/01/2020,11/07/2020,AL,Sepsis,Sepsis,A40-A41,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,AL,Sepsis,Sepsis,A40-A41,All Ages,466,
